text,emotion
pullanos dirty little sports bar located run strip mall remember looks deceiving pizza wings best westside well cheapest really matters pullanos happy hour free pizza bar pm everyday side note way pizza set makes pretty unsanitary since free drink specials also pretty good usually go margaritas decent tasting cheap im pretty sure beer really cheap well dont experience drinking beer bar isnt bad reason give pullanos three stars really overcharged us happy hour decided getting drunk stumbling across street night class asu west would decent idea preceded three margaritas plus gin tonic long island iced tea bill came gin tonic reflected happy hour pricing pretty upset didnt time argue get class despite bad experience continue frequent pullanos food delicious specials fantastic well,neutral
feel strongly would love join supporting clark family interested,happiness
glad know reason recent lapse sanity still feel like want go violent rampage slightest inconvenience,hate
feel hadnt called would even bothered call back,hate
brought home doppler checked often baby feel reassured baby fine,fun
feel impatience rate loss impressed time,surprise
feel like im fugly even boyf shy admit im hiss,worry
feel helpless powerless control,sadness
feeling distracted wasnt sure,hate
nothing feel especially bitchy still,hate
kinda feel like didnt get chance angry hurt said laurie,hate
feel supporting higher education,happiness
bet would jump window sure would jump rather felt fear,worry
tend stop breathing feeling stressed,sadness
remember tiny little body hair grumpy expressions feeling heart squeeze hubby would gaze son kiss forehead tell loved soooooo much,happiness
feel like im horrible person sometimes im even good mother simple fact happened dont know,sadness
u health service greatif know work system hopefully provide insight navigate health service minimal pain first appointment extremely difficult make best bet make one person line nevermoving queue register student id health service ask online registration never deal person call put hold minutes line hang call put hold minutes line hang lather rinse repeat receptionist deigns call worthy answer subsequent appointments minute appts made online pick doctor pick availability need longer appointment first time birth control sti tests annual checkups see first appointment arrive appointment dont bother lining nevermoving queue swipe card selfcheck wait nurse call drop ins dont really exist theyre like sameday appts visit clinic early day possible youre lucky give sameday appointment flu shots super fast given nurses designated flu shot clinic hours however make sure ask fresh bandaid peel bandaids stick edge various dirty tabletops keep super fast pace ew see reasonably easy,neutral
